uuid,title,text,region,subregion,subsistence,pubdate,pgno,owc_term,owc_id,original_pgno,author,docid,hl_ocm_terms,hl_ocms_id,hl_text,hl_title,hsla,lat,long,ocms_0_id,ocms_0_term,ocms_1_id,ocms_1_term,ocms_4_id,ocms_4_term,ocms_5_id,ocms_5_term,sample_0,sample_1,sample_2,sample_3,sample_4,sample_5
"09c70bfa-f0d5-4bcb-88dd-efd9a96e1433","Iban adat and augury","Both the Tuai Rumah and Penghulu, as we have said, will ordinarily attempt to persuade the parties in any dispute brought to their attention to resolve their differences privately, or, if this is not possible, they will seek to contain the dispute and prevent it from developing into serious litigation in accordance with the principle of making what is large, small. There are a number of pressures on the disputants that favour their efforts. For one, the disputants will frequently not wish to have their dispute made public, and, if the guilty party knows that he is in the wrong, he may simply pay a fine directly to the Tuai Rumah in order to avoid the embarrassment of an unfavourable bechara . 6 There is another way in which the Iban legal system encourages a settlement without recourse to formal hearings. This is through the institution of adat setengah . If an offender comes forward at once, acknowledges his guilt and offers compensation, he is frequently fined only half ( setengah ) of the amount that would be otherwise imposed if the matter was decided in public litigation (see Heppell 1975:100). Adat setengah is most often applied in cases of accident or minor negligence. There is another way in which the Iban legal system encourages a settlement without recourse to formal hearings. This is through the institution of adat setengah . If an offender comes forward at once, acknowledges his guilt and offers compensation, he is frequently fined only half ( setengah ) of the amount that would be otherwise imposed if the matter was decided in public litigation (see Heppell 1975:100). Adat setengah is most often applied in cases of accident or minor negligence. Also the severity of fines increases as cases move from the Tuai Rumah's court, through the Penghulu's court, to the Native or District Court, and this, too, discourages needless appeals. This is not to say, however, that the principles of adat are not important to the Iban, for a common saying is “that by travelling with the adat stick”, the tungkat adat , “one is able to stay to the main road”, that is, in the path of right conduct. However, the principles of adat must be tempered by common sense in the overriding interest of maintaining harmonious relations.","Asia","Southeast Asia","horticulturalists","1980","52","Iban","oc06","7","Benedict Sandin, 1918-","oc06-029","Informal in-Group Justice","627","","","hsla(331.55,95.40%,84.37%,0.790)","2","113","627","Informal in-Group Justice","671","Legal Norms","","","","","PSF","PSF","","","",""
"09c7e9d5-3da1-407a-a7c1-7e89dae7a53b","Ifugao law","Both offenders must pay the fine demanded by the circumstances to the offended party or parties. Thus, if both the offenders be married, each must pay a fine to (a) his own offended spouse, and (b) to the offended spouse of the partner in the crime. The pu-u of the fine goes to the offended spouse—the rest to the kin of the offended spouse. In addition to paying the fine, should the offender desire to continue the marriage relation with his offended spouse, he must provide animals and other perquisites for a honga (general welfare feast) in which the kin of both parties take part, and which is supposed to start the spouses anew in domestic harmony and felicity, and in all that the Ifugao considers prosperity, namely, abundance of pigs, chickens, rice, and children.","Asia","Southeast Asia","intensive agriculturalists","1919","77","Ifugao","oa19","74","Barton, Roy Franklin, 1883-1947","oa19-002","Sex and Marital Offenses","684","","","hsla(331.55,95.43%,80.75%,0.760)","16.83","121.17","684","Sex and Marital Offenses","","","","","","","SCCS (entire)","PSF","EA (entire)","PSF","",""
"09d5e425-d686-447c-bc02-646233b5ed37","Structure and authority in a Bedouin tribe: the 'Aishabit of the Western Desert of Egypt","Approving what is included, the first party, Kuraim Juhami (stamp)","Africa","Northern Africa","pastoralists","1969","202","Libyan Bedouin","mt09","184","Obermeyer, Gerald Joseph, 1935-","mt09-001","Sanctions","681","","","hsla(65.34,95.25%,83.10%,0.760)","25.4132","30.5302","675","Contracts","681","Sanctions","","","","","PSF","","","","",""
"09d63360-8f58-40d1-9d4a-3d6a1440a1c8","Kapauku Papuans and their law","Outcome: The victim’s sister’s son, later on the day of the shooting, entered the culprit’s house and shot the latter to death. The authority called the case closed and urged relatives on both sides to make peace.","Oceania","Melanesia","intensive agriculturalists","1958","148","Kapauku","oj29","148","Pospisil, Leopold J.","oj29-001","Offenses Against Life","682","","","hsla(242.29,95.34%,79.43%,0.760)","-4","136","682","Offenses Against Life","","","","","","","SCCS (entire)","PSF","EA (entire)","PSF","",""
"09dd47fa-4d62-4b2e-b970-666ec930c7ef","The hidden hippopotamus: reappraisal in African history","But Coillard persisted. He pointed to the European buildings as proof of the Mission's power, 133 Waddell, Diary , Jan. 1891. Waddell, Diary , Jan. 1891. used spectacles like his photographs, magic lantern and fireworks -- called ‘the Gun of God’ by the Lozi 134 Ibid. , 7 June 1890. Ibid. , 7 June 1890. - as well as less exotic bribes like food and cloth to draw people to the Mission, for they were all ‘powerful lessons to give them faith in the missionaries’ teachings'. 135 Ibid. , 5 Jan. 1890. Cf. J. Johnston, Reality versus romance in south central Africa (London, 1893; repr. 1969), p. 170; Waddell, Diary , 20 March 1887. Ibid. , 5 Jan. 1890. Cf. J. Johnston, Reality versus romance in south central Africa (London, 1893; repr. 1969), p. 170; Waddell, Diary , 20 March 1887. A most deliberate trial of strength was in selecting the sites for the stations. Sefula had material attractions - the stream, its position relative to Nalolo and Lealui - but it was also in 1886 ‘nothing short of a Golgotha; skulls and bones of unfortunate wretches resently [ sic ] burned for witchcraft are scattered up and down’. Lwatile, the station at Lealui, was also an execution ground. 136 Waddell, Diary , 16 Oct. 1886; Westbeech, Trade and travel , p. 47. Waddell, Diary , 16 Oct. 1886; Westbeech, Trade and travel , p. 47.","Africa","Southern Africa","other subsistence combinations","1980","213","Lozi","fq09","197","Prins, Gwyn","fq09-011","Offenses Against the Person","683","","","hsla(65.35,95.27%,83.10%,0.760)","-16","23.5","113","Bibliographies in Sources","177","Acculturation and Culture Contact","","","","","PSF","PSF","","","",""
"09e53f5a-19d8-48f8-b385-35eaa2604d63","The Whites think too much: psychoanalytic investigations among the Dogon in West Africa","Seen from the “outside”, the social structure has the following effect on the analysands: It soon rejects certain definite basic attitudes by charging them with qualms of conscience. The major part of regulation is left to the individual's adjustment (acquired in childhood) to the possibilities of gratification that society offers. Only when the individual's inner balance of like and dislike becomes unclear, when he no longer knows what he wants, or if fulfillment of his wishes is harmful to his environment, the environment will — by way of supplement — interfere, with “public disgrace”. On the whole, society will not threaten punishment by the feeling of shame, but by the withdrawal of satisfaction and love.","Africa","Western Africa","intensive agriculturalists","1963","499","Dogon","fa16","506","Parin, Paul","fa16-009","Social Control","626","","","hsla(65.27,95.43%,81.29%,0.790)","15.06","-2.92","155","Personality Development","182","Functional/adaptational Interpretations","","","","","PSF","","","","",""
"09ef8fa3-6c90-4200-b705-d9f310f0c442","Ashanti law and constitution","Near the house of the Okyeame is a rock stated to have been sanctified by Komfo Anotche, ‘who buried an albino ( ofiri ) and a python ( onini ) within it. In this rock was also placed the remainder of the medicine used in sanctifying the Golden Stool. Komfo Anotche stated that this stone must stand for a symbol of the Golden Stool, and if that emblem were ever lost or stolen, the sunsum (spirit) of the Nation would enter this rock. He said it must never be stepped upon, and that any one doing so would be killed. An Ohene nana (grandchild of the Chief) once did so in the reign of Kakari and was at once executed.’ At the present day the fine for treading upon it is £25 and several sheep. The stone has a caretaker, and on the enstoolment of a Chief it is still customary to give osua ne nsana (£4 13 s. ) in gold-dust, of which 13 s. is the mataho for the custodian, and the balance is sprinkled on the stone. A sheep is also sacrificed and its blood sprinkled on the stone, upon which white calico is spread. The following words are addressed to the stone: Kuro yi gyinae ene wo, Akoda yi nne ye de no atena Akonnya so, wa ma no adwenpa ma ode abu Oman yi. Asanteman nkwaso … (‘You are the standing (stone) of this town. To-day we have placed this infant on the Stool, you must give him good understanding and cause him to rule this Tribe. Long life to the Ashanti people’, &c.). The Asante Hene used to send £9 6 s. (£8 for the stone, and £1 6 s. for its custodian) annually. Its caretaker is the Head Okyeame. 1 1 A genealogy of the Chiefs and Queen Mothers of Kokofu is given in Fig. 40.","Africa","Western Africa","horticulturalists","1929","255","Akan","fe12","216","Rattray, R. S. (Robert Sutherland), 1881-1938","fe12-003","Offenses Against the State","687","","","hsla(65.27,95.38%,82.20%,0.830)","7","-1.5","687","Offenses Against the State","778","Sacred Objects and Places","","","","","EA (entire)","PSF","SCCS (entire)","PSF","",""
"09f95529-23fc-4f05-b18e-bbe094071c3a","Tribal law and justice: a report on the Santal","Sakla Hembrom of Mirzapur had agreed to marry his son to Churki Tudu of Dumaria. Half the bride price was paid but the day following the payment Sakla refused to marry his son to Churki and demanded her younger sister instead. The girl’s father did not agree and the marriage failed. Sakla demanded the return of the bride price but as he himself was to blame, the claim was disallowed.","Asia","South Asia","intensive agriculturalists","1984","286","Santal","aw42","238","Archer, W. G. (William George), 1907-1979","aw42-007","Nonfulfillment of Obligations","686","","","hsla(331.17,95.22%,78.26%,0.830)","23.5","87.17","583","Mode of Marriage","584","Arranging a Marriage","","","","","PSF","PSF","","","",""
"09fa3167-7a1d-4ddd-af5e-828e8c74846f","Social change in Tikopia","I now consider theft. Theft was only one type of abstraction of property without the owner's permission. In Tikopia in 1952, as in 1929, there were other types of abstraction such as culling coconuts from an orchard by a passer-by for drink, or taking an implement away for use with the general intention of returning it to the owner some time later. These actions, although without prior permission of the owner, might be deemed to have had his sanction in the sense that, though he might have grumbled at the taking of the coconuts or refused to allow the taking of the implement, he would regard both these actions as falling within the legitimate range of kin, ncighbour or friend obligations. Such actions had their norms of behaviour. He who took coconuts for drink should stack the husk neatly under the tree and notify the owner later. He who borrowed the implement should notify the owner and, if it was an important piece of property, it was appropriate for him to accompany its return with a small gift of tobacco or betel. In 1952 these observations operated much as in 1929, save that the food stringency ruled out of account for most of the time the taking of items such as coconuts.","Oceania","Polynesia","other subsistence combinations","1959","319","Tikopia","ot11","314","Firth, Raymond, 1901-2002","ot11-020","Property Offenses","685","","","hsla(242.33,95.25%,82.47%,0.840)","-12.29","168.83","177","Acculturation and Culture Contact","426","Borrowing and Lending","","","","","PSF","PSF","","","",""
"09fdb8e8-35f1-42d7-bb47-1ed16f9fa111","Veiled sentiments: honor and poetry in a Bedouin society","Fayga never gave a straight answer to the question of why she had left. When she did not answer, “Just because...,” she insisted that her husband had suddenly looked like an evil spirit and she had fled in fright. People privately proposed a number of theories. Some said that she was merely playing hard-to-get to raise herself in her husband’s esteem and to secure a place in his affections; they assumed that she wished to displace her senior co-wife. Others thought she had left because she was jealous of his senior wife. Still others suspected sorcery or magic. There seemed to be no way to choose among the hypotheses.","Africa","Northern Africa","pastoralists","1986","242","Libyan Bedouin","mt09","220","Abu-Lughod, Lila","mt09-010","Sex and Marital Offenses","684","","","hsla(65.34,95.25%,83.10%,0.760)","25.4132","30.5302","684","Sex and Marital Offenses","","","","","","","PSF","","","","",""
"09ff9dbe-7778-4454-ba10-8be9c1ed4129","Tarahumara of the Sierra Madre: beer, ecology, and social organization","The sermon-giving method of social control, both as punishment and as warning, should be recalled here. Public shame is the most frequently invoked sanction against deviant behavior, and it is a most effective means of enforcing conformity among the Tarahumara. Fear of public humiliation creates powerful restraints, and public whipping is an example of the shame sanction in extreme form. One of the chief ways an important man or official influences behavior in favor of the traditional norms is through the advice-giving pattern at the personal as well as the public level. He may be called aside by a man at a tesgüinada to lecture his wife who does not stay home and perform her duties correctly, or he may be called upon to give a stiff reprimand to a youth who is acting improperly.","Middle America and the Caribbean","Northern Mexico","agro-pastoralists","1978","234","Tarahumara","nu33","209","Kennedy, John G.","nu33-016","Social Control","626","The sermon-giving method of <mark>social</mark> <mark>control</mark>","","hsla(274.32,95.24%,79.02%,0.820)","27.5648","-107.154","121","Theoretical Orientation","626","Social Control","","","","","PSF","","","","",""
