uuid,title,text,region,subregion,subsistence,pubdate,pgno,owc_term,owc_id,original_pgno,author,docid,hl_ocm_terms,hl_ocms_id,hl_text,hl_title,hsla,lat,long,ocms_0_id,ocms_0_term,ocms_1_id,ocms_1_term,ocms_4_id,ocms_4_term,ocms_5_id,ocms_5_term,sample_0,sample_1,sample_2,sample_3,sample_4,sample_5
"7c112286-cf23-4d36-9676-47755f71b3a7","Love and marriage: mate selection in tewntieth-century central Thailand","In order to avoid incest, the ancient law, which was enforced until 1935, forbade the marriage between close blood relations, such as between parents and offspring; between brothers and sisters; or between uncles, aunts, and grandparents and their nieces, nephews, and grandchildren. According to the law, incest was considered a sin and a bad omen for the country. Those who committed incest were expelled from the community. 2 2 Krom Silapako'n, Kotmai Tra Sam Duang, p. 284.","Asia","Southeast Asia","intensive agriculturalists","1995","81","Central Thai","ao07","69","Sumālī Bamrungsuk","ao07-061","Sex and Marital Offenses","684","","","hsla(331.55,95.29%,83.89%,0.780)","14","100.85","113","Bibliographies in Sources","582","Regulation of Marriage","","","","","PSF","","","","",""
"7c126984-fd84-4dc9-9bb4-e7259b905dd5","The Fireland Indians: Vol. 1. The Selk'nam, on the life and thought of a hunting people of the Great Island of Tierra del Fuego","346 Such marital affairs would form the conversational material of a wide circle for a long time. Within the kin group itself it would be more animatedly discussed as to which of the two had given rise to the dispute. That one was not only pelted with reproaches, but remained as though outlawed for the rest of his life. This clearly shows the evaluation of the deed as an offense.","South America","Southern South America","hunter-gatherers","1931","526","Ona","sh04","493","Gusinde, Martin, 1886-1969","sh04-001","Sex and Marital Offenses","684","","","hsla(355.43,95.36%,85.65%,0.810)","-54","-68.5","521","Conversation","684","Sex and Marital Offenses","","","","","EA (entire)","PSF","","","",""
"7c146a57-1b4e-4a90-9eee-a6b1fbec9434","An historical and ethnological survey of the Cuna Indians","After this we continue and come to the river Abliskundiŭal , the water of which is pure blood ( ablis ). It is a picture of the blood of the children who have been very much beaten by their mothers. The women who have beaten the children and the men who have beaten their wives and sisters are punished at this river. Therefore we should not strike our children and those close to us because in that case we must bathe in blood in this place. So Nele Sibu said to his","Middle America and the Caribbean","Central America","horticulturalists","1938","344","Kuna","sb05","311","Nordenskiöld, Erland, 1877-1932","sb05-001","Social Control","626","","","hsla(274.28,95.42%,84.95%,0.800)","9.25","-78.5","539","Literary Texts","626","Social Control","","","","","EA (entire)","PSF","SCCS (entire)","PSF","",""
"7c1494f3-3f63-4438-9409-d74fe7c20728","Reindeer-herd management in transition: the case of Tuorpon Saameby in northern Sweden","Moreover, the Saameby will demand for many jobs an investment of hard work lasting weeks or months. This is something few herders who have grown inactive are ready to jump into. They might not be able to take leave from other jobs. While the wage system (especially a high wage) can be a boon to the small herder who has stubbornly kept up a high degree of participation and would try to do so with or without a wage, it is certainly not a boon to the small herder who must pay the fee but is not in a position to work to earn it back.","Europe","Scandinavia","pastoralists","1981","420","Saami","ep04","384","Beach, Hugh","ep04-023","Social Control","626","","","hsla(79.14,95.28%,85.65%,0.810)","68.7","21.5","233","Pastoral Activities","461","Labor and Leisure","626","Social Control","","","PSF","PSF","","","",""
"7c158093-bc50-4c90-a065-344c23e80d2f","Forests of gold: essays on the Akan and the Kingdom of Asante","In April 1817 Kwame Bua was on business on the Gold Coast. Needing to pay a visit to Kumase, he prevailed upon Kwame Butuakwa to recommend him as guide to the James' Mission then about to depart for that city. It was a lucrative journey for Kwame Bua. In addition to whatever payment he received from his charges, he pocketed all the gold he was given to purchase provisions on the road, simply appropriating in the name of the Asantehene all that was required. Soon after his arrival in Kumase Kwame Bua vanished for six weeks; he was, we may guess, arranging the supply of slaves from more northerly towns. Whatever the case, he returned to the capital seriously ill with a liver complaint. The Asantehene sent him a sheep and a peredwan of gold, which paid for the sacrifices and prayers made for his recovery. Despite these, and the ministrations of the physician to the English mission, Kwame Bua died in late August. 78 78. Ibid., 103, 106, 115–16, 155.","Africa","Western Africa","horticulturalists","1993","338","Akan","fe12","321","Wilks, Ivor","fe12-028","Property Offenses","685","","","hsla(65.27,95.38%,82.20%,0.830)","7","-1.5","113","Bibliographies in Sources","647","Administrative Agencies","","","","","PSF","PSF","","","",""
"7c1e816e-7820-49cf-b6ee-b6d96ae7942e","The dynamics of the domestic group in two Tzeltal villages: a contrastive comparison","Therefore, the threat of supernatural sanction is powerful as a communal weapon against social deviation.","Middle America and the Caribbean","Maya Area","horticulturalists","1962","71","Tzeltal","nv09","64","Hunt, Muriel Eva Verbitsky, 1934-","nv09-008","Social Control","626","","","hsla(273.69,95.23%,83.10%,0.760)","16.6384","-92.2786","626","Social Control","754","Sorcery","","","","","PSF","","","","",""
"7c2982b2-e73d-478d-bacc-f76048173d53","Ifugao law","Acknowledgments are due first to my teacher and friend, Professor Frederick Starr, for his encouragement and assistance, and, above all, for his inculcation of respect for and tolerance toward customs other than our own.","Asia","Southeast Asia","intensive agriculturalists","1919","9","Ifugao","oa19","6","Barton, Roy Franklin, 1883-1947","oa19-002","Offenses Against Life","682","","","hsla(331.55,95.43%,80.75%,0.760)","16.83","121.17","121","Theoretical Orientation","682","Offenses Against Life","","","","","SCCS (entire)","PSF","EA (entire)","PSF","",""
"7c314432-235e-4ccb-aee2-1d09f6c42334","Tribal law and justice: a report on the Santal","In Kitajore, Kanhu Murmu had relations with his brother’s daughter, Jasmi and was fined twenty-five rupees.","Asia","South Asia","intensive agriculturalists","1984","570","Santal","aw42","522","Archer, W. G. (William George), 1907-1979","aw42-007","Sex and Marital Offenses","684","","","hsla(331.17,95.22%,78.26%,0.830)","23.5","87.17","684","Sex and Marital Offenses","835","Kinship Regulation of Sex","","","","","PSF","PSF","","","",""
"7c3408ff-191b-42eb-8939-7669a95cc8c8","The real and ideal participation in decision-making of Iban women: a study of a longhouse community in Sarawak, east Malaysia","The legal rights and duties of every Iban is defined by the adat , customary law. Among the laws affecting women are courtship, marriage, divorce, inheritance, and fines imposed in cases of infraction of the law. The fines are payed in kati , 1 “ Kati is a measure of weight traditionally slightly over three pounds. (The modern kati is 1/100 pikul , or 1 1/3 pounds.)” Pringle, Rajahs and Rebels , p. 48. the value of which is based on brass or bronze, or in money; one kati equals one dollar. 2 Richards, Dayak Adat Law , p. 35. One U.S. dollar is equivalent to three Malaysian dollars. The amounts cited here are in Malaysian dollars.","Asia","Southeast Asia","horticulturalists","1973","103","Iban","oc06","90","Komanyi, Margit Ilona, 1927-","oc06-028","Sanctions","681","","","hsla(331.55,95.40%,84.37%,0.790)","2","113","436","Medium of Exchange","671","Legal Norms","","","","","PSF","PSF","","","",""
"7c37c00f-6cd3-4373-8a4a-6ea83b2245ec","Wayward servants: the two worlds of the African Pygmies","8. One morning, at the beginning of the honey season, a number of hunters set out, as usual, at scattered intervals. Several seemed to be staying behind, so I also remained. After about half an hour the hunters returned, one by one throwing their nets on the ground in the center of the camp. When they were all back, a bachelor youth who had gone with them began a tirade against the hunters who had stayed behind. Hearing his voice, and wondering why he was taking such a prominent part in a hunting issue, women began sleepily coming out of their huts. It was evident that too many had decided to stay home, and the hunt had not had enough beaters. The youth, Pepei, not only criticized the women as lazy animals for not coming on the hunt but also criticized the rest of the hunters, pointing out they had been even too lazy to send their sons with their nets, and had left people like himself, an orphaned youth, to do the work of men.","Africa","Central Africa","hunter-gatherers","1965","227","Mbuti","fo04","196","Turnbull, Colin M.","fo04-002","Social Control","626","","","hsla(65.24,95.29%,85.65%,0.810)","1.5","28.33","224","Hunting and Trapping","461","Labor and Leisure","","","","","SCCS (entire)","PSF","EA (entire)","PSF","",""
"7c3f7361-65ff-425f-bd1d-c1b3b7a85984","Kinship and marriage among the Lozi of Northern Rhodesia and the Zulu of Natal","3. Where the husband dies and an approved relative of his lives with the widow and the children, he begets more children for the dead man; this is the leviratic family . The pro-husband does not pay marriage-cattle. Evans-Pritchard has emphasized the important difference between leviratic marriage , where the dead man is still the husband of his widow and her future children are his and do not being to the man living with her, and widow inheritance , where the widow is expected or even compelled to marry a relative of the dead man. This is a new union and future children belong to the new husband. In leviratic marriage future children address their genitor by the same term as do their mother's other children; in widow inheritance he is their father, so that they and their mother's other children may address him by different terms. The Zulu have leviratic marriage. Sometimes a Zulu widow goes to live with a stranger; then, in Evans-Pritchard's terms, she is living in widow concubinage . But, as among the Nuer, the children still belong to the dead man. Until the reign of King Mpande (1840-72) a woman's person was also permanently transferred to her husband's agnatic lineage. A widow could never go to a man not related to her husband without his being prosecuted. Mpande passed a law allowing a widow to go to any man she liked, but the children were to remain the dead husband's. Her lover, their genitor, could claim one beast from the marriage payments for his daughters, ‘the beast of the knees’, since he had gone on his knees to beget them, but correspondingly he should contribute one beast to the marriage payments given by his sons for their wives. Latterly, under Government regulation which prevents women from being compelled to marry against their will, widows can marry other men but the new husband must return the marriage payments to the heirs on the widow's dead husband, less one beast for each child born.","Africa","Southern Africa","other subsistence combinations","1950","24","Lozi","fq09","183","Gluckman, Max, 1911-1975","fq09-006","Sex and Marital Offenses","684","","","hsla(65.35,95.27%,83.10%,0.760)","-16","23.5","171","Comparative Evidence","583","Mode of Marriage","684","Sex and Marital Offenses","","","SCCS (entire)","PSF","EA (entire)","PSF","",""
"7c403190-1103-4f4e-808c-2a7ab43fb34a","The Psyche of the Garos","Other workers have confused the issue and have simply argued that totemism was necessary to maintain exogamy so as to avoid incest. Freud also mentions about the fear of incest on the part of aboriginals. This is no doubt true that incest is looked down upon in every society with the exception of the Pharoas of Egypt. The fear of incest is prominent among the Garos also. It should not be overlooked that in many cultured or civilised societies some form of totemistic exogamy exists even in the present day, as for example the Hindu Brahmins follow gotra exogamy rigidly.","Asia","South Asia","horticulturalists","1966","113","Garo","ar05","88","Sinha, Tarunchandra","ar05-018","Sex and Marital Offenses","684","","","hsla(331.17,95.26%,84.95%,0.800)","26","91","121","Theoretical Orientation","684","Sex and Marital Offenses","","","","","PSF","PSF","","","",""
"7c4e1930-b841-4961-81e0-add749fdbd4f","Kapauku Papuans and their law","Defendant escaped: 38.","Oceania","Melanesia","intensive agriculturalists","1958","272","Kapauku","oj29","272","Pospisil, Leopold J.","oj29-001","Sanctions","681","","","hsla(242.29,95.34%,79.43%,0.760)","-4","136","681","Sanctions","","","","","","","SCCS (entire)","PSF","EA (entire)","PSF","",""
"7c4fcbc0-d9a0-4065-a655-70e77e7d688a","Justice and judgment among the Tiv","Moots, both traditionally and at present, are concerned primarily with disputes within a social group; even in cases about exchange marriage the two opposed social groups saw themselves as the moot of the lineage which included them both. Courts fundamentally are concerned with disputes between social groups or between individuals.","Africa","Western Africa","horticulturalists","1968","234","Tiv","ff57","210","Bohannan, Paul","ff57-031","Informal in-Group Justice","627","","","hsla(65.27,95.38%,77.30%,0.780)","7.25","9","613","Lineages","627","Informal in-Group Justice","","","","","EA (entire)","PSF","SCCS (entire)","PSF","",""
"7c67c703-cc99-46e4-9514-4390f1e6c3b5","Tlingit women and town politics","Traditional Tlingit kinship was based on a matrilineal","North America","Northwest Coast and California","hunter-gatherers","1975","85","Tlingit","na12","72","Klein, Laura F. (Frances), 1946-","na12-025","Social Control","626","","","hsla(21.91,95.43%,82.20%,0.830)","57","-133.59","574","Visiting and Hospitality","582","Regulation of Marriage","626","Social Control","","","PSF","","","","",""
"7c6d5d25-a1bf-4f3e-896a-57750fb7d4fa","Marriage and divorce in the customs of the Ouolof inhabiting large towns in Senegal","If the desertion of the wife by the husband is a cause of divorce which works against him, conversely and by way of reciprocity, desertion of the conjugal domicile by the wife constitutes grounds for a divorce in the husband’s favor.","Africa","Western Africa","horticulturalists","1952","50","Wolof","ms30","49","Chabas, Jean","ms30-003","Sex and Marital Offenses","684","","","hsla(65.27,95.26%,79.32%,0.850)","13.75","-15.33","586","Termination of Marriage","684","Sex and Marital Offenses","","","","","PSF","PSF","","","",""
"7c730320-eeb4-49e6-8e44-765ca47a5437","The Bare'e-speaking Toradja of central Celebes (the East Toradja): first volume","For fining, this reckoning of value was important in connection with the replacing of part of the fine by some other articles. If someone had to pay a fine of three buffaloes and he did not have that many animals at his disposal, he was permitted to give in place of one or two animals such articles as squares of cotton, copper dishes, and chopping knives. This is called rakamba . When we arrived in Central Celebes, a buffalo was set at 10 pieces of balatjoe, later 10 rix-dollars. Each square of cotton of better quality was equal to two or three balatjoe. Sometimes, however, the value of the kamba , “replacing articles” was higher than the value of one buffalo. This, however, was an abuse of later times, because originally the purpose of the kamba was to lighten the fine.","Asia","Southeast Asia","horticulturalists","1950","312","Eastern Toraja","og11","298","Adriani, Nicolaus, 1865-1926","og11-002","Sanctions","681","","","hsla(331.55,95.37%,82.47%,0.840)","-2","121","436","Medium of Exchange","681","Sanctions","","","","","EA (entire)","PSF","SCCS (entire)","PSF","",""
"7c843643-83c7-4b4d-9ebf-3a6a2cb7f954","Justice and judgment among the Tiv","That the jir and self-help are alternative institutions can be seen even more clearly in the assault instances and cases than in those concerning theft. Instances of minor assault are usually handled by elders, for it is well known that if a jir is brought before the mbatarev in such matters, someone will probably be fined heavily for ‘spoiling the tar ’. However, my notes on informal settlements by elders do not contain illustrative instances as good as those heard by the mbatarev, so I have selected one of the latter for description.","Africa","Western Africa","horticulturalists","1968","155","Tiv","ff57","131","Bohannan, Paul","ff57-031","Informal in-Group Justice","627","","","hsla(65.27,95.38%,77.30%,0.780)","7.25","9","627","Informal in-Group Justice","683","Offenses Against the Person","","","","","EA (entire)","PSF","SCCS (entire)","PSF","",""
"7c8c5d5c-3f20-44e1-80a2-85061d9ee097","The consuetudinary law of northern Somalia (Mijirtein)","The consequence of this is that, whenever it is impossible to practice the vendetta, the crime remains unpublished. Then, since the vendetta is an obligation of the family, the crimes committed by one member of the family against another one do not give rise to vendetta. So, and it is a custom that is contrary to our moral sense, both parricide and a son’s murder committed by the father equally remain unpunished.","Africa","Eastern Africa","pastoralists","1959","51","Somali","mo04","61","Cerulli, Enrico","mo04-021","Informal in-Group Justice","627","","","hsla(65.25,95.29%,85.65%,0.810)","4.778704","45.152856","627","Informal in-Group Justice","682","Offenses Against Life","","","","","PSF","PSF","","","",""
"7c8fd1ae-89ae-4789-9ca9-ea3f7adb2457","The code of Handsome Lake, the Seneca prophet","“Now this thing must never happen again. Such councils never accomplish good. It is natural that foolish women should have done what these did.","North America","Eastern Woodlands","horticulturalists","1913","55","Iroquois","nm09","46","Parker, Arthur C.","nm09-026","Offenses Against the Person","683","","","hsla(21.37,95.31%,83.10%,0.760)","42.56","-77.53","539","Literary Texts","622","Community Heads","779","Theological Systems","783","Purification and Atonement","PSF","","","","",""
"7c9ff9a6-7636-4264-8997-17d806ca3765","Tribal law and justice: a report on the Santal","While, however, it is open to the village to advise early bitlaha, it is more usual to explore first a less drastic punishment and to attempt to close the incident with a fine. There are various reasons why this attitude is adopted. Although Santals utterly detest any kind of sexual intimacy with Dikus, they are averse to victimising an offender unless it is absolutely necessary. They would much prefer to live in peaceful calm and unless the incident is aggravated by other factors, they are loath to take the extreme step. The option of a fine is, therefore, usually given. If both the parties are punished, the Diku is made to pay a heavy fine while the girl is given a lighter one. At other times either the girl herself is not fined or the Diku is made to pay the fines for both.","Asia","South Asia","intensive agriculturalists","1984","627","Santal","aw42","579","Archer, W. G. (William George), 1907-1979","aw42-007","Sex and Marital Offenses","684","","","hsla(331.17,95.22%,78.26%,0.830)","23.5","87.17","684","Sex and Marital Offenses","","","","","","","PSF","PSF","","","",""
"7ca43662-c742-4ac4-918c-5fa73f58ac0a","The Lapps in Finland up to 1945. Vol. 2","There were two kinds of village meetings ( norrös or sobbar & Russian sobor), in the first place casual ones that were held at upon individual request, and secondly the regular ones, once a year, where the joint affairs of the community were settled. In Suonikylä the general meeting was held in the winter village; at Paatsjoki it was held in the spring-autumn place at Kolttaköngäs (1st of August). There they elected the officials and delegates that were to represent the village at the annual “Kola” meeting, where all Lapp villages were represented. The chairman of the village meeting was the village elder ( siid-[unknown] surr = “the village grand or master,” also vuai'v-[unknown] olma[unknown] z or vuai'v-[unknown] surr = “head, chief”), elected in Paatsjoki for one year, in Suonikylä for three years. Each family was represented at the meeting by the master, after his death by his oldest son, and during the minority of the latter, by the master's widow. A married man had no right to vote if he lived in the house of his parents or of his father-in-law. Any community member was allowed to present his problem to the elder or to his assistant during the meeting. The assistant, usually some young man, summoned the masters to meet. The oldest members were the most influential. Some villages had a special meeting-hut ( norrös-kuahtt e or sobbar-kuahtt e ). In Suonikylä the meeting even looked after the partition of family areas [as all land and water ( siid-jeännâm ) belonged to the community]; at Paatsjoki this was true only if someone tried to move to another family's territory. Small lakes were united in one area, while the larger ones were divided. The meeting confirmed changes in personal and reindeer marks (earmarks) made by the older brothers after their father's death, in the division of their inheritance. The meeting also gave permission to adopt children, allowed a son-in-law from another village to live with his parents-in-law, and divided equally the educational expenses of orphan children. 1 TANNER, pp. 127, 129, 345, 353, 365, 379; HÄMÄLÄINEN, Koltta-Lappia, p. 123. During the meeting public announcements were read out, and important agreements, debentures, and taxation and conveyance (by relays) questions were confirmed. The meeting also chose a guardian for the relay-station, and decided about the delivery of reindeer after “search” to their respective villages. It established the number of men in the village, and in coastal villages decided how many persons there would be on each salmon fishing ground. The meeting punished violations of the rights of use of private or common areas. Mutual quarrels between villagers were settled and petty crimes judged (e.g. cheating in trade or exchanges). If the quarrels were not settled, they were, like more important criminal cases, submitted to the Russian court, i.e. to the justice of the peace. The participants also deliberated thoroughly on the removal of the winter village to another place, and in such instances they sometimes had to cast lots. Three objects were used: 1. a loaf of bread, which meant the best lichen field, 2. a piece of wood, standing for the best woodland and 3. a stone representing the worst place. If the lot fell on number three it was rejected at once, but if it fell on either of the first two lots had to be cast until an agreement was reached. Occasionally there was disagreement and the inhabitants scattered in two or even three different villages, to which the huts and sheds were taken. The chapel was brought to the biggest village. If the community population had dwindled in number, e.g. because of an epidemic, the borderlands could temporarily be ceded to a more populous neighbor village. Such an area was called kuey't-mierr (“2 village-lands” or “land of 2 villages”). 1 TANNER, pp. 100, 105, 339, 384. The boundaries towards Inari were, on the other hand, permanent, and only leasing could be taken into consideration. The community was reinforced through family increases and new elements. Folk also moved from neighbor villages, through marriage or for other reasons, often because they had got into trouble in their home village. In that case the community might restrict the rights of such a person for a certain time. 2 Thus the Gerasimov family, who in 1881 moved from Nuortijärvi to Paatsjoki, was not allowed to vote in the village meeting, nor to participate in the salmon fishing at Köngäs (TANNER, p. 339). The communities were even prepared to receive people of other nationalities, such as east Karelians and Finns. (It is related that now and then in days long past an enemy had annihilated a whole village population; this had happened at Paatsjoki in T[unknown] suo h ppom-luobbâl). -- The village meeting might also sentence a reindeer-thief to pay a fine, or even to be whipped if he had stolen reindeer from his own village. They were not so strict regarding reindeer of a neighbor village, and the reindeer of foreigners were even considered “outside the law.” In this way the frontier Kolt-Lapps “taxed” the Inari- and Sodankylä-herds frequently during Fig. 406: To the left: rod of the village elder, about 130 cm long, with haft made of reindeer-antler, Suonikylä. To the right: small ironed chest, where Suonikylä documents were kept, among other things the scrolls with the deeds of security (copies), given to the village by the Czar since the 17th century. These scrolls have been published by J. J. Mikkola in a book “Archives of a Kolt-Lapp village.” Photogr. E. Mäkinen 1938. the Russian rule. A theft committed under conditions of distress was mildly judged and a nocturnal theft was judged more severely than one committed in the daytime. A first offense had to be compensated for with a double fine, whereas a person caught poaching for the third time or a well-known reindeer-thief might be banished from the community. A person committing an offense on the territory of another village would be sentenced by the meeting in his own village. 1 TANNER, pp. 339, 347, 366. HARUZIN (p. 305) reports that the guilty person is sentenced to make up for the reindeer, to bring back the hide and to treat the judges with drinks. If the object cannot be brought back, the offender will pay double compensation for it. When the ground is bare and it is impossible to hold a meeting, some respected old man will act as arbiter. That the troublemaker gets his hands and feet tied and is placed to sit on the snow, may be considered a provisional arrangement (HÄMÄLÄINEN, Koltta-Lappia, p. 123). According to tales, capital punishment was invoked for murder. A certain Lapp who had killed his brother and all his family was pushed alive into a hole in the ice, and another, who had shot his adopted son, a good hunter, out of jealousy, was tied to the body of the latter and buried alive. 1 The writer, Koltanlapp. satuja, pp. 122, 236, 238. CASTREN reports about a certain Kuusamo-Lapp who had killed his wife and was sentenced, by the village judges, to death and hanged (3. .T.O. VIII, p. 57). The jurisdiction of the Russian Lapps was restricted in 1517, at which time the collection of taxes was also regulated. Important crimes were thereafter judged in the Russian court of justice. The judge was usually the bailiff of the Kola Peninsula and the sessions were attended by Lapps of high standing. A theft was punished with a fine, but felons were brought in irons to the Kola Peninsula to be judged by the governor, and later, since 1530, by the “djaks” (= imperial secretaries). In later years, a justice of the peace carried out investigations according to old custom in the place where the crime had been committed. If his judgment was considered unsatisfactory, the case passed over to the district court. 2 TANNER, pp. 337, 366; MIKKOLA, Kolttakylän arkisto, pp. 116-7.","Europe","Scandinavia","pastoralists","1984","493","Saami","ep04","492","Itkonen, Toivo Immanuel, 1891-","ep04-017","Informal in-Group Justice","627","","","hsla(79.14,95.28%,85.65%,0.810)","68.7","21.5","217","Archives","293","Paraphernalia","415","Utensils","422","Property in Movables","PSF","PSF","","","",""
"7ca612a0-f1cd-453d-8744-48d63b761917","The role of ambilineal descent groups in Gojjam Amhara social organization","Though, in theory, there are as many representatives as there are active sub-houses with corporate interests, there are invariably fewer office holders than there are offices. Certain men of recognized qualification hold several representativeships simultaneously. This can be illustrated in the maximal house of Wädajo.","Africa","Eastern Africa","intensive agriculturalists","1963","65","Amhara","mp05","57","Hoben, Allan.","mp05-014","Informal in-Group Justice","627","","","hsla(65.25,95.28%,84.95%,0.800)","12.5","37.75","554","Status, Role, and Prestige","612","Kindreds and Ramages","","","","","PSF","PSF","","","",""
"7ca65115-aa06-49f6-aacb-39acca620a25","The White Earth tragedy: ethnicity and dispossession at a Minnesota Anishinaabe Reservation, 1889-1920","While involved in his duties as roll commissioner, Powell continued to advise his clients of the viability of their claims to allotments at White Earth. He capitalized on his position and even “initiated a $50 service for interested public officials charged with preparing titles of record.” 71 71. Youngbear-Tibbets, “Without Due Process,” 114. Powell informed them that neither the roll currently being made nor a Supreme Court decision would dispose of the cases pending; the blood status of individuals had to be determined “by proof or by agreement.” 72 72. R. J. Powell to R. L. Smith Land Co., 16 April 1917, Ransom J. Powell Papers, Box 1, MHSA. Since no “proof” existed prior to the development of a roll, Powell engineered such “agreements” himself. His dual capacities as roll commissioner and counsel for the defense eased his task immeasurably. Adequate monetary compensation was his chief concern; if enough money had changed hands, he could be absolutely cavalier in his judgments. He advised Ponsford merchant J. W. Nunn that his payment of $1,400 for a piece of allotted land would probably suffice to get the sale approved. Then Powell offered further aid of the sort that only he could give: “In consideration of such a settlement the government will agree that the Indian is a mixed blood, and eventually give you a fee simple patent.” In the meantime, he advised Nunn to “go ahead and improve the property and get as much out of it as you can.” 73 73. R. J. Powell to J. W. Nunn, 24 May 1917, ibid. News of the imaginative approaches undertaken by the roll commission had circulated widely among interested parties in northwestern Minnesota. Theodore H. Beaulieu, whose stationery read “Garden Spot of Minnesota Lands, Exclusive Lake Shore Lots, White Earth, Minnesota,” had received “some encouraging information about the blood status of the woman, ‘Quod-aince’” from Mrs. Waweyeacuming or Nawajibigokwe, but the government now questioned his purchase of this land. 74 74. Theodore H. Beaulieu to R. J. Powell, 17 January 1916, ibid. Beaulieu anxiously turned to Powell for advice, having learned of the inventive arrangements he had orchestrated. Powell was not above magically altering birth dates to legalize a minor child's allotment transfer. Just how many of these creative “deals” Powell engineered cannot be determined, but, clearly, the commissioners took considerable liberty in executing their responsibilities.","North America","Arctic and Subarctic","hunter-gatherers","1994","184","Ojibwa","ng06","164","Meyer, Melissa L. (Melissa Lee)","ng06-051","Property Offenses","685","","","hsla(21.49,95.37%,84.37%,0.790)","52","-95.5","423","Real Property","563","Ethnic Stratification","","","","","PSF","PSF","","","",""
"7cad4547-f856-4830-9829-5ab32fe0fcb4","Yanomamö warfare, social organization and marriage alliances","Individuals who possess all these attributes are considered leaders only if they have a large natural following, i.e., brothers and sons living with them in their village. Otherwise, such men have only just a little more influence within the village. A leader's functions are few and ill-defined. Generally, he initiates activities that the entire group has already decided to undertake. His major function and concern is with organizing and leading raiding parties and with investigating the village neighborhood when raiders are likely to be present, a dangerous and undesirable task. Moreover, he represents the village and frequently initiates feasts to honor other villages, and he often supervises the trading that normally follows a feast, permitting enough possessions to pass into the hands of the guests to assuage their greed, while at the same time ensuring that his followers are not impoverished. Because of his role in initiating feasts, his garden is usually larger than that of his followers and he produces the greater portion of food given away during the feast. During club-fights within the village, the leaders of the factions involved in the fighting stand by and attempt to keep the fighting innocuous, using both diplomacy and threats to effect a relatively peaceful end to the fighting. When diplomacy fails and someone is badly injured or killed in the fighting, the headmen are the first to start firing arrows at the offenders.","South America","Amazon and Orinoco","horticulturalists","1967","57","Yanoama","sq18","43","Chagnon, Napoleon A., 1938-","sq18-010","Informal in-Group Justice","627","","","hsla(355.21,95.27%,80.92%,0.770)","2.48999","-62.8522","241","Tillage","437","Exchange Transactions","578","Ingroup Antagonisms","602","Kin Relationships","EA (entire)","PSF","SCCS (entire)","PSF","",""
"7cb7d910-5640-4bff-8477-67713534409c","Kapauku Papuans and their law","Facts: Tot borrowed 30 Km and promised to return 35 Km. Although he later paid 34 Km, the creditor was not satisfied and started a dispute while visiting the defendant’s village.","Oceania","Melanesia","intensive agriculturalists","1958","226","Kapauku","oj29","226","Pospisil, Leopold J.","oj29-001","Nonfulfillment of Obligations","686","","","hsla(242.29,95.34%,79.43%,0.760)","-4","136","426","Borrowing and Lending","686","Nonfulfillment of Obligations","","","","","SCCS (entire)","PSF","EA (entire)","PSF","",""
"7cc2a3bd-caf8-4e65-a4c0-35700044ee9f","Iban adat and augury","18. If anyone destroys the pandong altar where the anak padi infested by pests is placed during the celebration of gawai ngemali umai festival, the offender is fined as in No. 17 above.","Asia","Southeast Asia","horticulturalists","1980","63","Iban","oc06","18","Benedict Sandin, 1918-","oc06-029","Sanctions","681","","","hsla(331.55,95.40%,84.37%,0.790)","2","113","681","Sanctions","","","","","","","PSF","PSF","","","",""
"7cd9eb58-60c8-4a36-b800-175e3c8ec2fc","The Asante","Trees and monarchy were related in many ways. The tree planted in a new town was believed to be the potential dwelling-place for the spirit of the chief who planted it. Before going to war a chief swore that he would not permit the enemy to cut down the tree; and the heads of defeated lesser chiefs brought back from war were buried under it. A new tree was planted after each war fought by a community. The shade of a chief's state umbrellas was likened to the shade these trees gave to his people. An enemy aimed to destroy a town's shade trees to show they had destroyed the rule and order manifested through its chief's reign. The tree was part of the town's moral state. If, for example, a couple committed incest, which could pollute and bring disaster to the community, part of their fine was used to buy white cloth, a sign of freedom from pollution, to adorn the gyannua. On installation a new chief was shown all the shade trees of a town as he was shown other things of power, like local gods, which could be harmed by mystical pollution. 11 11 R.S. Rattray, Ashanti Law and Constitution, Oxford, 1929, p.213.","Africa","Western Africa","horticulturalists","1981","29","Akan","fe12","29","McLeod, M. D. (Malcolm D.)","fe12-039","Sex and Marital Offenses","684","","","hsla(65.27,95.38%,82.20%,0.830)","7","-1.5","631","Territorial Hierarchy","684","Sex and Marital Offenses","","","","","PSF","PSF","","","",""
"7cda0ec4-e83a-4f9c-a4d8-e593656a635c","Justice and judgment among the Tiv","A ceremony was performed which ritually separated Wannongo from the girl, and she was declared to be Ornyiman’s wife. This ceremony was necessary if both father and son were not to suffer the effects of having transgressed the akombo megh —the fetish concerned in adultery. It is also important in that the eldest living brother of Ornyiman’s father was the only person there who had purchased the right to perform the ceremony. His doing so, and the fact that he was the oldest kinsman, indicated that the entire group of elders concerned had concurred in the settlement which Ornyiman had forced upon them.","Africa","Western Africa","horticulturalists","1968","195","Tiv","ff57","171","Bohannan, Paul","ff57-031","Informal in-Group Justice","627","","","hsla(65.27,95.38%,77.30%,0.780)","7.25","9","595","Polygamy","613","Lineages","788","Ritual","","","EA (entire)","PSF","SCCS (entire)","PSF","",""
